de_text,en_grtr,en_tr_llm
"Eine Proforma-Invoice ist eine Rechnung, die bei jedem Import/Export an der Außenseite des Paketes anzubringen ist.",A pro forma invoice is an invoice that is required to be attached to the outside of any package for import or export.,A Pro forma invoice is the invoice that must be affixed to the outside of the package for every import or export.
"Dieser Beleg dient dazu, dem Empfänger und den zuständigen Behörden des Einfuhrlandes die genauen Einzelheiten der zu erwartenden Warenlieferungen mitzuteilen.",The purpose of this document is to inform the recipient and the competent authorities in the importing country of the precise details concerning the pending goods deliveries.,This document serves to inform the recipient and the competent authorities of the importing country about the exact details of the expected goods deliveries.
"Bitte beachten Sie, dass die Proforma Invoice immer den tatsächlichen Warenwert und nicht den gezahlten Wert beinhaltet.",Note that a pro forma invoice will always show the actual value of the goods rather than the amount paid for them.,"Please note that the proforma invoice always reflects the actual value of the goods, not the amount paid."
"Als Drittland bezeichnet man die Gebiete, die außerhalb der Europäischen Union liegen und nicht zum Zollgebiet der Gemeinschaft gehören.",A third country is a territory that lies outside the European Union and outside its Customs Union.,A third-country refers to territories that lie outside the European Union and are not part of the Community’s customs area.
"Hierzu zählen zum Beispiel die Schweiz, Norwegen, die Türkei, die USA, Kanada u.v.m.","Switzerland, Norway, Turkey, the US and Canada are third countries, among many others.","Examples such as Switzerland, Norway, Turkey, the United States, Canada, etc."
(Admission Temporaire) können Nichtgemeinschaftswaren in das Zollgebiet der Gemeinschaft vorübergehend abgabenfreien ein- und wieder ausgeführt werden (oder umgekehrt).,(admission temporaire) is a document that allows non-Community goods to be temporarily imported into and then exported from Customs Union territory (or vice versa) duty free.,(Temporary admission) non‑Community goods may be temporarily imported into the Community customs territory duty‑free and re‑exported (or vice versa).
Innerhalb der EU darf ein Carnet nur für Gemeinschaftswaren ausgestellt werden.,A Carnet may only be issued within the EU for Community goods.,A Carnet may only be issued within the EU for Community goods.
"Es ist ein Zollpassierschein speziell für die vorübergehende Verwendung von Waren im internationalen Handel und in internationaler kultureller Tätigkeit (wie z.B. Messe- und Ausstellungsgüter, Berufsausrüstung oder Waren zu wissenschaftlichen und kulturellen Zwecken).","It is a customs permit issued specifically for the temporary use of goods in international trade and international cultural activities (such as trade fairs and exhibition goods, professional equipment and goods for scientific and cultural purposes).","It is a customs transit document specifically for the temporary use of goods in international trade and in international cultural activities (such as fair and exhibition goods, professional equipment, or goods for scientific and cultural purposes)."
"Güter mit doppeltem Verwendungszweck, deren Verwendung sowohl im militärischen als auch zivilen Bereich möglich ist.",Dual-use goods are goods that can be put to both military and civilian use.,"Goods with a dual purpose, whose use has potential in both the military and civilian teams."
Ab einem Warenwert von 6.000 Euro ist das Dokument zwingend vorgeschrieben (Ausnahme: Bewilligung durch Zoll als Ermächtigter Ausführer).,"This document is mandatory for goods worth at least €6,000 unless they are being exported by an authorized exporter licensed by German Customs.","For a goods value of €6,000 or more, the Document is mandatory (Exception: Approval by customs as an authorized exporter)."
Bis zu einem Warenwert von 6.000 Euro muss eine Ursprungserklärung auf der Rechnung des Lieferanten aufgeführt werden.,"Goods worth less than €6,000 require a declaration of origin to be listed on the supplier’s invoice.","To a goods value of €6,000, a country of origin declaration must be listed on the invoice of the Suppliers."
"Der Vordruck EUR.1 ist der Zollstelle ausgefüllt einzureichen, wenn es sich bei den beschriebenen Produkten um Ursprungswaren der  Europäischen Gemeinschaft handelt und die weiteren Voraussetzungen der Protokolle mit den jeweiligen Ländern erfüllt sind.",A EUR1 form must be completed and submitted to the customs office if the products described are goods of European Community origin and the other requirements are met under the protocols agreed with the respective countries.,The EUR.1 form must be filled out and submitted to the customs office when the described products are originating goods of the European Community and this requires the further minutes with the respective countries to be met.
Nachweispapiere können u. a. Lieferantenerklärung sein.,"based on the supplier’s declaration, for example.","Proof documents can, for example, be based on the supplier’s declaration."
Das EUR.1-Dokument muss innerhalb von 4 Monaten nach der Ausstellung bei der Zollbehörde des Einfuhrstaates vorliegen.,EUR1 documents must be filed with the customs authorities in the country of import within four months of being issued.,The EUR.1 Document must be with the customs authority of the importing country within four months of its issuance.
"Auf der Rückseite des EUR.1-Formulares erklärt der Exporteur, dass die Waren die Voraussetzungen für die Erlangung des EUR.1 erfüllen.",The exporter is required to state on the back of the EUR1 form that the goods meet the criteria for EUR1 approval.,"On the back of the EUR.1 form, the exporter declares that the goods this requires for obtaining the EUR.1."
Hier ist große Sorgfalt erforderlich und ggf. vorher Rücksprache mit der Zollstelle zu führen.,"This must be done with great care, consulting the customs office beforehand if necessary.","Great care is required here, and if necessary, prior consultation with the customs office should be undertaken."
Bei einer Zollprüfung müssen dem Zollprüfer die EUR1-Dokumente im Original vorgezeigt werden.,The original EUR1 documents must be presented to the customs inspector during a customs inspection.,"During a customs inspection, the original EUR1 documents must be presented to the customs officer."
Das EUR1 ist immer an der Warensendung angebracht.,The EUR1 document is always attached to the shipment.,The EUR1 document is always attached to the shipment.
"Die Hochschuleinrichtungen müssen das EUR1 im Original umgehend nach Erhalt an die Abt.5.3, Zoll weiterleiten.","Departments, institutions and units at the University are required to forward original EUR1 documents to the Customs Unit in Section 5.3 as soon as they receive them.","The university facilities must forward the original EUR1 immediately upon receipt to Department 5.3, Customs."
Die EORI-Nummer ist der Nachfolger der Zollnummer auf EU-Ebene.,EORI numbers have replaced customs numbers at EU level.,EORI numbers have replaced customs numbers at EU level.
Sie dient der Identifizierung von Wirtschaftsbeteiligten und soll die automatisierte Zollabfertigung erleichtern.,They are used to identify economic operators and are designed to make the automated customs clearance process easier.,It serves to identify economic operators and to facilitate automated customs clearance.
Ohne gültige EORI-Nummer sind zollrechtliche Handlungen in der EU grundsätzlich nicht mehr möglich.,No more customs-related activities can be carried out in the EU without an EORI number as a basic principle.,"Without a valid EORI number, customs actions in the EU basically have no Potential any longer."
Die Nutzung der EORI Nummer der Universität obliegt dem Sachgebiet Zoll.,The Customs Unit is responsible for the use of the University’s EORI number.,The use of the University’s EORI number is the responsibility of the customs Unit.
Diese darf auch bei Kenntnis nicht eigenmächtig ohne Rücksprache mit dem Sachgebiet Zoll verwendet werden.,"Even if you know what it is, you may not use it independently without consulting the Customs Unit.","Even if known, this may not be used independently without consulting the Customs Unit."
"Alle Waren, die ausgeführt oder importiert werden, müssen eine Warentarifnummer korrekt zugeordnet werden; ohne Warentarifnummer ist eine Ausfuhr oder ein Import nicht möglich.","All goods to be exported or imported must be correctly assigned a customs tariff number, without which they cannot be exported/imported.","All goods that are exported or imported must be correctly assigned a customs tariff number; without a customs tariff number, an export or an import lacks Potential."
Warentarifnummern dienen der eindeutigen Identifikation von Warenströmen und sind in der Außenhandelsstatistik erfasst.,Customs tariff numbers help to provide unique identification for flows of goods and are recorded in foreign trade statistics.,Commodity codes uniquely identify commodity flows and are recorded in foreign trade statistics.
Sie sind innerhalb der WTO-Staaten (Welthandelsorganisation) – also nahezu weltweit – gültig.,and are valid in any World Trade Organization (WTO) member state—i.e. virtually across the globe.,They are valid within the WTO member states (World Trade Organization) – essentially worldwide.
"Für den Export sind sie achtstellig, für den Import elfstellig.",Customs tariff numbers have eight digits for exports and eleven for imports.,Customs tariff numbers have eight digits for exports and eleven for imports.
Aufgrund dieser eindeutigen Codierung können Produkte und Waren in jedem Land von der Zollbehörde eindeutig zugeordnet und steuerlich erfasst werden.,This unique code enables goods and products to be clearly assigned and recorded for tax purposes by the customs authorities in any country.,"Thanks to this clear coding, customs authorities in any country can uniquely identify and tax products and goods."
"Klicken Sie auf ""Zur Einfuhr"" oder auf ""Zur Ausfuhr"".",Click on “Zur Einfuhr” (“For Import”) or “Zur Ausfuhr” (“For Export”).,Click on “Zur Einfuhr” (“For Import”) or “Zur Ausfuhr” (“For Export”).
"Unter dem Reiter ""Einreihung"" finden Sie das Stichwortverzeichnis.",You will find the list of keywords under the “Einreihung” (“Classification”) tab.,You will find the list of keywords under the “Einreihung” (“Classification”) tab.
"Bitte achten Sie unbedingt darauf, das Referenzdatum Ihrer Abfrage zu aktualisieren und fügen Sie vor und hinter dem eingegebenen Begriff ein % Zeichen an.",Please make sure that you update the reference date of your query and type “%” before and after the keyword that you enter.,Please be sure to update the reference date of your query and add a % sign before and after the entered term.
"Klicken Sie sich bitte soweit durch die Kategorien, so dass am Ende 11 Stellen angezeigt werden.",Click through the categories until you see eleven digits.,Please click through the categories until 11 items are displayed.
"Klicken Sie sich bitte soweit durch die Kategorien, so dass am Ende 8 Stellen angezeigt werden.",Click through the categories until you see eight digits.,Please click through the categories until eight items are displayed.
Eine Verbindliche Zolltarifauskunft (vZTA) kann durch das Sachgebiet Zoll beim Hauptzollamt Hannover über das BUG-Portal beantragt werden.,"The Customs Unit can request binding customs tariff information (Verbindliche Zolltarifauskunft, or vZTA) from the central customs office in Hanover via the BuG portal.",A binding customs tariff decision (vZTA) can be applied for through the Customs Unit at the Hanover Main Customs Office via the BUG portal.
Der Entscheidungszeitraum kann bis zu 6 Monate betragen.,Decisions can take up to six months to be made.,Decisions can take up to six months to be made.
"Wird bei der Abfertigung eine vZTA vorgelegt, steht die Tarifierung der Ware fest, die Abfertigung kann ohne aufwändiges Ermitteln der Codenummer im Elektronischen Zolltarif (EZT) zügig von statten gehen.",Presenting a vZTA at customs clearance means that the tariff applicable to the goods is known for definite. Clearance can thus be granted swiftly without the laborious process of finding the number in the EZT system.,"If a vZTA is presented during clearance, the tariff classification of the goods is established, and the clearance can proceed quickly without the time‑consuming determination of the code number in the Electronic Customs Tariff (EZT)."
Auf der Grundlage der festgelegten Codenummer kann der Beteiligte bereits vor der Abfertigung der Ware die entstehenden Kosten berechnen und die notwendigen Papiere rechtzeitig beschaffen.,Knowing the definite code number enables the importer/exporter to calculate their costs even before the goods pass through clearance and obtain the necessary documentation in good time.,"Based on the assigned code number, the party involved can calculate the resulting Costs before the goods are cleared and procure the necessary documents in time."
Bei der Abfertigung der entsprechenden Ware ist auf die erteilte vZTA hinzuweisen.,Reference to the vZTA that has been granted must be made when the goods in question are cleared.,"When handling the relevant goods, the issued vZTA must be referenced."
Der Anmelder hat damit ein Recht auf Anwendung der festgelegten Codenummer und zwar in der gesamten EU.,The applicant will then be entitled to use the code number thus established—and do so throughout the EU.,The applicant therefore has the right to use the designated code number throughout the EU.
"Er muss der Zollstelle allerdings - z.B. anhand von Artikelnummern - nachweisen, dass es sich bei der gestellten auch tatsächlich um die in der vZTA beschriebene Ware handelt.","However, they will still need to prove to the customs office, e.g. by referencing item numbers, that the goods to be transported are actually the same as those specified in the vZTA.","He must, however, demonstrate to the customs office—e.g., using article numbers—that the items presented are indeed the goods described in the vZTA."
Dies kann die Zollstelle auch durch eine Probenentnahme und ein darauf beruhendes Einreihungsgutachten bestätigen lassen.,The customs office may also obtain confirmation of this for itself by taking a random sample and using it as the basis for a classification assessment.,The customs office can also have this confirmed by taking a sample and a classification report based on it.
Eine Spedition hat Ihnen eine Abfertigungsanweisung/Zollvollmacht zugesendet.,A freight forwarder has sent you a clearance instruction or customs authorization.,A freight forwarder has sent you a clearance instruction or customs authorization.
"Eine Abfertigungsanweisung/Zollvollmacht beschreibt die Anweisung an eine Spedition, wie die zu importierenden Waren beim Zoll abgefertigt werden müssen (z.B. Abfertigung zum freien Warenverkehr, vorübergehende Einfuhr etc.).",A clearance instruction or customs authorization tells a freight forwarder how the goods to be imported need to be cleared through customs (e.g. clearance for free movement or temporary import).,"A clearance instruction/customs authorization outlines the directive to a freight forwarder on how the goods to be imported must be cleared through customs (e.g., clearance for free circulation, temporary import, etc.)."
"Diese Abfertigungen/Vollmachten dürfen nur durch die Abt. 5.3 Zoll erteilt werden, da hier eine Vollmacht im Namen der Universität Bonn erteilt wird.",These clearance instructions/authorizations may only be issued by the Customs Unit in Section 5.3 as they grant the authority to act on behalf of the University of Bonn.,"These clearances/powers of attorney may only be issued by Department 5.3 Customs, because a power of attorney is granted here on behalf of the University of Bonn."
"Werden im Rahmen von Auslandsprojekten in Drittländern Waren eingekauft, die nicht in die EU eingeführt werden sollen, so ist der Verbleib der Waren im Drittland entsprechend zu vermerken und dem Sachgebiet Zoll vor dem Kauf anzuzeigen.","If goods are purchased in a third country as part of a project abroad without the intention to import them into the EU, the fact that they are to remain in that third country must be noted accordingly and communicated to the Customs Unit before any purchase is made.","When goods are purchased in third countries as part of overseas projects and are not intended for import into the EU, their location in the third country must be recorded accordingly and reported to the customs Unit before the purchase."
Dies muss direkt in der SRM/MM Bestellung geschehen und auf der Rechnung vermerkt werden.,This must be done in the SRM/MM purchase order itself and marked on the invoice.,This must be done directly in the SRM/MM purchase-order and recorded on The invoice.
"Bei übergreifenden, grundsätzlichen Fragen zum Thema Zoll & Export, wenden Sie sich bitte an die Sachgebietsleitung.",Please contact the Head of Unit if you have any questions about customs or exports.,"For overarching, fundamental questions on the topic of Customs and Exports, please contact the Head of Unit."
Welche Geschäftsfälle sind betroffen und damit anzumelden?,What types of transaction are affected and thus need to be reported?,What types of transaction are affected and thus need to be reported?
Was ist beim Import von Waren aus Drittländern zu beachten?,What do I need to bear in mind when importing goods from non-EU (“third”) countries?,What should be considered when importing goods from third countries?
Wie melde ich Importe korrekt an?,What’s the correct way to report imports?,What’s the correct way to report imports?
Wir beraten und betreuen Sie bei der Abwicklung aller Warenlieferungen aus Drittländern und übernehmen für Sie die zollrechtliche Importabwicklung sowie die Kommunikation mit den Zollämtern.,We can give you advice on and support with handling all your deliveries of goods from third countries and will take care of customs clearance for your imports and communication with the customs authorities on your behalf.,We advise and support you in the processing of all goods shipments from third countries and handle the customs‑related import processing as well as the communication with the customs authorities.
Jede Bestellung von Waren aus Drittländern muss frühzeitig als Bestellung in SRM eingegeben und die Ihnen vorliegenden Unterlagen müssen im System angefügt werden.,"Any order of goods from third countries must be entered as a purchase order in SRM in good time, and the documents you have to hand must be added in the system.","Every ordering of goods from third countries must be entered promptly as an order in SRM, and the documents you have must be attached in the system."
Zusatzinformationen können Sie gerne im Textfeld von SRM vermerken.,You are welcome to put any additional information in the text box in SRM.,Feel free to add any additional information in the SRM text field.
"Bestellungen und die Erstattung von Warenkäufen aus Drittländern mit Kreditkarten, Privatauslagen und Geldmitteln aus Handkassen, die zu Lieferungen aus Drittländern führen, sind untersagt und dürfen nur über die Abteilung 5.3/Beschaffung durchgeführt werden.","Placing orders for and reimbursing the purchase of goods from third countries using credit cards, personal funds and money from petty cash boxes such that deliveries are made from third countries is prohibited and may only be done via Acquisitions in Section 5.3.","Orders and the reimbursement of goods purchases from third countries using credit cards, private expenses, and cash from petty cash funds that result in deliveries from third countries are prohibited and may only be carried out through Section 5.3/Acquisitions."
Die Beschaffungsstelle hält für unumgängliche Kreditkartenbestellungen im Drittland eine Mastercard vor.,Acquisitions holds a Mastercard for unavoidable credit card purchases in third countries.,Acquisitions holds a Mastercard for unavoidable credit card purchases in third countries.
Kauf von Waren im Drittland vor Ort und Einfuhr der Ware über ein Grenzzollamt (z.B. im Reisegepäck bei Auslandsprojekten und Exkursionen).,Goods are purchased locally in a third country and imported via a customs office at the border (e.g. in luggage during an international project or trip).,"Purchase of goods in the third-country on site and import of the goods via a border customs office (e.g., in travel luggage for overseas projects and excursions)."
Diese Waren aus Einfuhren in die EU sind am Flughafen (roter Ausgang) am Grenzzollamt zwingend anzumelden.,These goods imported into the EU must be declared at the airport (red lane at the exit) or the customs office at the border.,These goods imported into the EU must be declared at the airport (red exit) at the border customs office.
Eine Beantragung zur Zollbefreiung ist nur in begründeten Ausnahmefällen möglich und wird vom Sachgebiet Zoll genehmigt und bearbeitet.,Requests for duty-free status can only be made in justified exceptional cases and will be approved and processed by the Customs Unit.,An application for customs exemption is only Potential in justified exceptional cases and is approved and processed by the customs Unit.
Die steuerfreie Wiedereinfuhr von Waren darf ausschließlich über das Sachgebiet Zoll beantragt werden.,Reimporting goods duty free may only be requested via the Customs Unit.,The duty‑free re‑importation of goods may only be applied for through the customs unit.
"Werden Waren nur zu Ausstellungszwecken und anderen vorübergehenden Zwecken eingeführt, um diese später wieder auszuführen, ist das nur über das Sachgebiet Zoll abzuwickeln.","If goods are to only be imported for exhibition and other temporary purposes with an intention to export them again, this can only be handled via the Customs Unit.","If goods are imported solely for exhibition and other temporary purposes, with the intention of re‑exporting them later, this must be handled only regarding the customs Unit."
Der zu zahlende Zollbetrag ergibt sich aus dem Zollwert der Ware und dem entsprechenden Zollsatz.,The amount of duty payable depends on the customs value of the goods and the corresponding duty rate.,The customs duty payable is determined by the customs value of the goods and the applicable customs rate.
Der Zollwert wird nach den allgemeinen zollwertrechtlichen Vorschriften ermittelt.,Customs values are calculated in accordance with the general provisions of customs law.,The customs value is determined according to the general customs value regulations.
Die zu erhebenden Verbrauchsteuern errechnen sich grundsätzlich anhand der eingeführten Warenmenge und des entsprechenden Verbrauchsteuersatzes.,"As a basic principle, the amount of excise due is calculated based on the volume of goods being imported and the corresponding excise rate.",The consumption taxes to be levied are generally calculated on the amount of goods imported and the applicable consumption tax rate.
Bemessungsgrundlage für die Einfuhrumsatzsteuer ist der Zollwert zuzüglich des Zolls und bei verbrauchsteuerpflichtigen Waren auch zuzüglich der anfallenden Verbrauchsteuern.,"Import VAT is calculated based on the customs value plus the amount of duty and, for goods subject to excise, the amount of excise as well.","The tax base for import VAT consists of the customs value plus the customs duty, and for goods subject to excise tax also includes the applicable excise taxes."
"Der Einfuhrumsatzsteuersatz beträgt zurzeit 19 Prozent, für einige Waren, wie beispielsweise Lebensmittel oder Büchern, gilt ein ermäßigter Steuersatz von 7 Prozent.","Import VAT currently stands at 19 percent, with certain goods such as food and books attracting a lower rate of 7 percent.","The import VAT rate is currently 19 percent; for certain goods, such as food or books, a reduced rate of 7 percent applies."
"Keine Erhebung von Einfuhrabgaben (Zoll und EUSt), wenn der Gesamtwert (inkl. Transportkosten) je Sendung 22 Euro nicht übersteigt.",No import charges (duties or import VAT) are levied on shipments worth €22 or less in total (including shipment costs).,No import duties (customs and EU excise tax) are charged if the total value (including transport costs) per shipment does not exceed €22.
"Die Annahme von Warensendungen aus Drittländern, die die Deutsche Post/DHL (betrifft nicht DHL-Express) nur gegen (Bar-)Zahlung der Einfuhrabgaben zustellt, sollte ausschließlich durch die Poststelle erfolgen.",Only the University’s Mail Room should accept goods sent from third countries that Deutsche Post/DHL (excluding DHL-Express) will only hand over on (cash) payment of the import duties.,The acceptance of shipments from third countries that Deutsche Post/DHL (excluding DHL Express) delivers only upon cash payment of import duties should be handled exclusively by the mailroom.
Diese erledigt dann die Abholung und Zahlung für Sie.,which will take care of pickup and payment for you.,which will take care of pickup and payment for you.
"Sollte das nicht möglich sein und Sie nehmen die Sendung an, senden Sie bitte eine Kopie des Rechnungsbelegs der Post sowie des Rechnungsbelegs der Ware und ein Foto des Paketes mit den Versandaufklebern an das Sachgebiet Zoll.","If this is not possible and you take receipt of the consignment yourself, please send a photocopy of Deutsche Post’s invoice document and of the invoice document for the goods to the Customs Unit together with a photograph of the package including the shipping labels.","If that is not possible and you accept the shipment, please send a copy of the postal invoice, a copy of the invoice for the goods, and a photo of the package with the shipping labels to the customs Unit."
"Briefe der deutschen Post, welche Sie über eine Sendung, die beim Zollamt liegt, informiert, müssen an das Sachgebiet Zoll zur Bearbeitung weitergeleitet werden.",Letters from Deutsche Post telling you about a package being held at the customs office must be forwarded to the Customs Unit for processing.,Letters from the German post that inform you regarding a shipment that is at the customs office must be forwarded to the customs Unit for The process.
"Sollten Sie Kenntnis über die betreffende Ware haben, so senden Sie bitte alle Informationen und Unterlagen (z.B. Handelsrechnung), die Ihnen dazu vorliegen, ebenfalls an das Sachgebiet Zoll.","If you know what goods are inside the package, please likewise send all the relevant information and documents (e.g. commercial invoice) that you have to the Customs Unit.","If you have knowledge regarding the relevant goods, please send all information and documents (e.g., Commercial invoice) that you have to the customs Unit."
Eine eigenmächtige Abholung beim Zollamt ist untersagt.,You are not permitted to pick anything up from the customs office yourself.,An unauthorized pickup at the customs office is prohibited.
"Nur das Sachgebiet Zoll ist berechtigt, Abfertigungsanweisungen/Zollvollmachten an Transport-Dienstleister (bspw. DHL Express, FedEx, UPS) zu erteilen.","Only the Customs Unit is entitled to issue clearance instructions and customs authorizations to couriers (e.g. DHL Express, FedEx and UPS).","Only the customs Unit is authorized to issue clearance instructions/customs authorizations to transport service providers (e.g., DHL Express, FedEx, UPS)."
"Sofern Sie eine Mittteilung von einer Spedition erhalten, senden Sie diese an das Sachgebiet Zoll zur Bearbeitung.","If you receive a notification from a freight forwarder, send it to the Customs Unit for processing.","If you receive a notification from a freight forwarder, forward it to the customs Unit for The process."
Bei Warensendungen aus dem Drittland werden diese Dokumente mit der Ware zusammen versendet.,"When goods are being shipped from a third country, these documents are sent along with them.","For third-country shipments, these documents are sent together with the goods."
Bitte senden Sie diese nach Erhalt der Ware in Kopie per E-Mail unter Angabe des Bestellbezuges und der Sendungsnummer an das Sachgebiet Zoll.,"Once you receive your goods, please email a copy of the documents to the Customs Unit and provide the order reference and shipment number.","Please send a copy by Email, including the order reference and shipment number, to the customs Unit after receiving the goods."
Ursprungserklärungen (EUR1 Dokumente immer im Original an die Abt. 5.3 Zoll senden.,Declarations of origin (always send the original EUR1 documents to the Customs Unit in Section 5.3.,Origin declarations (always send the original EUR1 documents to Department 5.3 customs).
"Es ist ausdrücklich untersagt, die EORI-Nummer der Universität Bonn eigenmächtig zu nutzen oder an Dritte weiterzugeben.",You must never use the University of Bonn’s EORI number yourself or pass it on to third parties.,It is expressly prohibited to use the EORI number of the University of Bonn without authorization or to pass it on to third parties.
Es ist immer an das Sachgebiet Zoll zu verweisen.,Always refer them to the Customs Unit.,Always refer them to the Customs Unit.
Generell gibt es für die Zollverwaltung keine Sendungen ohne Warenwert.,The German customs authorities do not recognize any shipments as having zero goods value as a general principle.,"In general, for the customs administration there are None shipments without a goods value."
"Auch Waren, die nicht bezahlt werden, haben einen Warenwert.",Even goods provided free of charge are deemed to be worth something.,Even goods provided free of charge are deemed to be worth something.
Daher muss der Versender in der Proforma-Invoice einen realistischen Warenwert angeben.,The sender must therefore indicate a realistic value for their goods on the pro forma invoice.,"Therefore, the shipper must state a realistic value for the goods on the pro forma invoice."
Dies würde den Tatbestand einer Steuerhinterziehung erfüllen.,as this would constitute tax evasion.,This would constitute tax evasion.
"Sofern möglich und frühzeitig bekannt, sollen auch kostenlose Zusendungen aus einem Drittland als nachträgliche Bestellung mit Wert 0,00 Euro in SRM/MM angelegt werden.",Free consignments from a third country should also be entered as retrospective orders in SRM/MM with a value of €0.00 wherever possible and if known about in good time.,"If Potential and known early, free shipments from a third‑country should also be entered in SRM/MM as a subsequent purchase‑order with a value of €0.00."
"Zusatzinformationen, wie z.B. den realen Warenwert, können Sie gerne im Textfeld von SRM vermerken.","You are welcome to add in any extra information, such as the actual value of the goods, in the text box in SRM.","Feel free to add additional information, such as the actual goods value, in the SRM text field."
"Sollte begründet keine Bestellung in SAP SRM/MM angelegt sein, so müssen Sie diese Sendungen beim Sachgebiet Zoll frühzeitig vor Eintreffen anmelden.","If no order has been created in SAP SRM/MM for good reason, you will need to report the corresponding shipments to the Customs Unit well before they arrive.","If there is a justified reason that no purchase-order has been created in SAP SRM/MM, you must register these shipments with the customs Unit well before they arrive."
"Waren, die irrtümlich ohne Verzollung eingeführt worden sind, sind immer nachträglich zu verzollen.",Goods that are accidentally imported without going through customs must always be cleared retrospectively.,Goods that have been mistakenly imported without customs clearance must always be cleared retroactively.
Die Kosten trägt die jeweilige Organisationseinheit in voller Höhe.,and will pass on the full costs to the relevant organizational unit.,The full costs will be borne by the relevant organizational unit.
Eine unterlassene Nachverzollung kann einen bußgeld- oder strafrechtlich relevanten Verstoß darstellen.,Failure to obtain clearance retrospectively can result in a fine or criminal conviction.,A failure to carry out a retrospective clearance can constitute a fine‑ or criminal‑law relevant offense.
Für bestimmte Waren oder Warengruppen ist es notwendig Einfuhrgenehmigungen vorab zu beantragen.,Certain goods or groups of goods require import licenses to be applied for in advance.,"For certain goods or product groups, it is necessary to request import licenses in advance."
Auf dieser Seite finden Sie wichtige Informationen und Hilfestellungen rund um verschiedene Kraftfahrzeugangelegenheiten sowie unsere Fahrdienste und deren Buchung.,This page contains important vehicle-related information and tips as well as details of our transport services and how to book them.,On this Page you will find Important information and Help and support regarding various Vehicle matters as well as our transport services and their Posting.
Der neue Standort wird Ihnen zeitnah mitgeteilt - Sie erreichen uns aktuell noch weiterhin per Email und Telefon an dem gewohnten Standort.,"Details of our new base will be communicated to you in good time. For the moment, you can still contact us by email and telephone at our current location.",We will inform you of the new Location shortly – you can still reach us for now by email and Phone at the usual Location.
Der hauseigene Werkstattbetrieb kann aktuell nur eingeschränkt in Anspruch werden.,The in-house garage is currently only operating a limited service.,The in-house garage is currently only operating a limited service.
"Wir helfen Ihnen trotzdem weiterhin und finden, wenn nötig, die passende Werkstatt für Sie.","Nevertheless, we are still happy to help and will find the right garage for you if necessary.","We will continue to help you and, if necessary, find the right workshop for you."
"Unsere Berufskraftfahrer fahren für Sie mit unseren Bussen, LKW's und PKW's ganz gleich ob es sich um Exkursionen, Personen- und/oder Kleinmaterialtransporte handelt.","Our chauffeurs will drive our buses, trucks and automobiles on your behalf, whether you’re off on a trip or just looking to get people and/or small consignments of material and equipment from A to B.","Our professional drivers are driving for you with our buses, trucks and automobiles, whether it involves excursions, passenger or small‑material transport."
Wir stehen Ihnen bei allen Fragen und Abwicklungen rund um Ihre dienstlichen Fahrzeuge zur Verfügung.,"If you have any questions or need anything doing regarding your cars for official use, we’re happy to help.",We are at your disposal for any questions and matters concerning your company vehicles.
"Sie dürfen externe Personen nur befördern, wenn der Haftungsausschluss unterschrieben wurde.",You may only carry non-University passengers if the relevant disclaimer has been signed.,You may only transport external persons if the disclaimer has been signed.
"An den Schlüsseln befinden sich RFI Chips, welche Sie an den Ladesäulen der Uni benutzen können.",The keys come with RFID cards that you can use at the University’s charging stations.,The keys contain RFI chips that you can use at the university’s charging stations.
Sie haben in der Zeit von Montag-Freitag von 7:30-15:30 Zeit das reservierte Fahrzeug abzuholen.,"If you’ve reserved a vehicle, you can pick it up any time between 7:30 am and 3:30 pm Monday to Friday.",You can pick up the reserved vehicle Monday‑Friday from 7:30 am to 3:30 pm.
Füllen Sie bitte die Kraftfahrzeugrichtlinien und den Antrag auf Dienstführerschein aus.,Please fill in the motor vehicle guidelines and a request for a license to drive University vehicles.,Please complete the motor vehicle guidelines and the request for a service driver's license.
Diese beiden Formulare müssen Sie mit Ihrem Führerschein bei Frau Lemmen (Abt. 4.1) einreichen/vorzeigen.,You will need to send/show these two forms and your driver’s license to Petra Lemmen (Section 4.1).,You must submit these two Forms together with your drivers-license to Ms. Lemmen (Dept. 4.1).
So können Sie das Fahrzeug bei uns auf den Hof stellen.,allowing you to leave your vehicle in our yard.,This allows you to leave your vehicle in our yard.
"Bitte schließen Sie danach das Tor ab, reinigen Sie das Fahrzeug und werfen Sie Mappe und Schlüssel in den Briefkasten.","Please close the gate behind you, clean the vehicle and post the folder and keys into the mailbox.","Please lock the gate afterwards, clean the vehicle, and drop the folder and keys into the mailbox."
Dann können Sie den Hof rechts durch die Tür verlassen.,Then you can exit the yard through the door on the right.,Then you can exit the yard through the door on the right.
Dieser wird dann entsprechend Montags oder Dienstags durchgeführt.,which will be transported on the coming Monday or Tuesday.,which will be transported on the coming Monday or Tuesday.
"Wir kümmern uns um Reparaturen, Wartungen, TÜV, Räder-/Reifenwechsel, Steuerung der externen Werkstatttermine inklusive Abwicklung im SRM.","We’ll take care of repairs, services, TÜV roadworthiness tests, wheel/tire changes and managing appointments at non-University garages, including processing in SRM.","We take care of repairs, maintenance, TÜV, wheel/tyre changes, management of external workshop appointments, including Processing in the SRM."
